epoch,diceAccuracy,jaccardDistance,loss,val_diceAccuracy,val_jaccardDistance,val_loss
0,0.6619240045547485,4.88525915145874,2.4240670204162598,0.6289054155349731,5.341696739196777,2.4527034759521484
1,0.8881861567497253,1.9770618677139282,2.2106575965881348,0.7419512867927551,3.9945967197418213,2.3341031074523926
2,0.9136325120925903,1.5759018659591675,2.169632911682129,0.8612998127937317,2.363859176635742,2.2091267108917236
3,0.9190630316734314,1.4852010011672974,2.1456832885742188,0.8914551734924316,1.9134752750396729,2.1623024940490723
4,0.9219934940338135,1.4358564615249634,2.12302303314209,0.9090680480003357,1.642588496208191,2.124992609024048
5,0.9239471554756165,1.4025888442993164,2.100714921951294,0.914644181728363,1.5541273355484009,2.0975818634033203
6,0.9253812432289124,1.3783968687057495,2.0784757137298584,0.9165330529212952,1.5233910083770752,2.07426118850708
7,0.9262553453445435,1.3630731105804443,2.056335687637329,0.9171894788742065,1.5128123760223389,2.051942825317383
8,0.9273601770401001,1.344067096710205,2.0339674949645996,0.9161776304244995,1.530335783958435,2.0298831462860107
9,0.9280760884284973,1.3318567276000977,2.0118448734283447,0.9155622720718384,1.5409669876098633,2.0082366466522217
10,0.9288098216056824,1.3191858530044556,1.9895352125167847,0.9172803163528442,1.5123060941696167,1.9853943586349487
11,0.9293136596679688,1.3105970621109009,1.9673844575881958,0.9177349209785461,1.5047075748443604,1.9633855819702148
12,0.9297802448272705,1.3024710416793823,1.9452896118164062,0.9174622893333435,1.5093759298324585,1.941537618637085
13,0.9303082823753357,1.2934037446975708,1.923095941543579,0.9181757569313049,1.4974395036697388,1.919268012046814
14,0.9307509660720825,1.2858701944351196,1.9010428190231323,0.9191519618034363,1.4810386896133423,1.8967634439468384
15,0.931272029876709,1.276823878288269,1.8790228366851807,0.9194980263710022,1.4752365350723267,1.8750193119049072
16,0.9315488934516907,1.2720305919647217,1.8571512699127197,0.9206094145774841,1.456458330154419,1.8526229858398438
17,0.9318261742591858,1.2670965194702148,1.8353854417800903,0.9200376868247986,1.466133952140808,1.8314462900161743
18,0.9321849942207336,1.2609158754348755,1.8136534690856934,0.9202517867088318,1.462755799293518,1.8098481893539429
19,0.9325346946716309,1.2548433542251587,1.7920022010803223,0.9203256964683533,1.4612319469451904,1.7883185148239136
20,0.9327759146690369,1.2506778240203857,1.770532488822937,0.921125590801239,1.4476494789123535,1.766682505607605
21,0.9331013560295105,1.2450501918792725,1.7491517066955566,0.9220942854881287,1.4311143159866333,1.7450543642044067
22,0.9333374500274658,1.2409991025924683,1.7279051542282104,0.9220262765884399,1.4324116706848145,1.7241384983062744
23,0.9333760142326355,1.2400954961776733,1.7068568468093872,0.9223930239677429,1.4262597560882568,1.7031453847885132
